yy,mm,dd,hh,mm_2,wdir,wspd,gst,x9,wvht,x11,x12,dpd,x14,x15,apd,mwd,x18,x19,pres,x21,atmp,x23,wtmp,x25,dewp,x27,vis,x29,tide
2024,04,15,19,12,290,NA,4.6,99,99,99,99,999,1024.5,NA,11.5,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,15,20,12,280,NA,4.6,99,99,99,99,999,1024.3,NA,11.5,NA,12.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,15,22,12,280,NA,6.2,99,99,99,99,999,1023.2,NA,11.8,NA,12.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,15,23,02,300,NA,8.2,99,99,99,99,999,1022.7,NA,11.6,NA,12.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,00,12,290,NA,7.2,99,99,99,99,999,1022.1,NA,11.7,NA,12.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,01,12,290,NA,8.2,99,99,99,99,999,1021.5,NA,11.7,NA,12.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,02,12,300,NA,8.8,99,99,99,99,999,1021.1,NA,11.7,NA,12.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,03,12,290,NA,7.2,99,99,99,99,999,1021.4,NA,11.8,NA,12.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,04,12,290,NA,6.2,99,99,99,99,999,1021.7,NA,11.9,NA,12.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,05,12,300,NA,8.2,99,99,99,99,999,1021.7,NA,12,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,06,12,320,NA,4.1,99,99,99,99,999,1021.8,NA,11.9,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,07,12,310,NA,4.1,99,99,99,99,999,1021.9,NA,11.8,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,08,12,300,NA,3.1,99,99,99,99,999,1021.9,NA,11.8,NA,12,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,09,12,300,NA,5.1,99,99,99,99,999,1021.8,NA,11.5,NA,12,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,10,12,340,NA,3.1,99,99,99,99,999,1021.6,NA,11.4,NA,12,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,11,12,NA,30,NA,2.6,99,99,99,99,999,1021.3,NA,10.8,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,12,12,NA,80,NA,1.5,99,99,99,99,999,1021.2,NA,11,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,13,12,NA,40,NA,0.5,99,99,99,99,999,1021.2,NA,10.8,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,14,12,360,NA,2.6,99,99,99,99,999,1021.6,NA,10.6,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,15,12,NA,20,NA,3.1,99,99,99,99,999,1022,NA,NA,9.5,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA
2024,04,16,16,12,NA,30,NA,2.1,99,99,99,99,999,1021.6,NA,10.3,NA,12.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,17,12,360,NA,1.5,99,99,99,99,999,1021.2,NA,10.5,NA,12.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,18,12,320,NA,2.6,99,99,99,99,999,1021,NA,11,NA,12.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,19,12,300,NA,6.7,99,99,99,99,999,1020.8,NA,11.6,NA,12.7,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,20,12,290,NA,8.2,99,99,99,99,999,1020.7,NA,12,NA,12.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,21,12,290,NA,7.7,99,99,99,99,999,1020.4,NA,12.2,NA,12.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,22,12,290,NA,8.2,99,99,99,99,999,1019.9,NA,12.3,NA,12.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,16,23,12,280,NA,9.3,99,99,99,99,999,1019.3,NA,12.3,NA,12.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,00,12,280,NA,7.2,99,99,99,99,999,1018.8,NA,12.6,NA,12.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,01,12,270,NA,7.2,99,99,99,99,999,1018.7,NA,12.6,NA,12.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,02,12,280,NA,6.7,99,99,99,99,999,1018.3,NA,12.9,NA,12.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,03,12,300,NA,7.7,99,99,99,99,999,1018.4,NA,12.4,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,04,12,300,NA,4.6,99,99,99,99,999,1018.7,NA,12.3,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,05,12,320,NA,4.6,99,99,99,99,999,1018.9,NA,12.3,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,06,12,320,NA,3.6,99,99,99,99,999,1018.8,NA,12.1,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,07,12,320,NA,4.6,99,99,99,99,999,1018.9,NA,12,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,08,12,310,NA,3.6,99,99,99,99,999,1019,NA,11.8,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,09,12,290,NA,2.6,99,99,99,99,999,1018.6,NA,11.8,NA,12.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,10,12,320,NA,2.1,99,99,99,99,999,1018.2,NA,11.8,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,11,12,310,NA,3.1,99,99,99,99,999,1017.9,NA,11.6,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,12,12,330,NA,3.6,99,99,99,99,999,1017.7,NA,11.7,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,13,12,340,NA,2.1,99,99,99,99,999,1017.7,NA,11.7,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,14,12,330,NA,2.6,99,99,99,99,999,1017.8,NA,11.7,NA,12,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,15,12,320,NA,3.1,99,99,99,99,999,1018.1,NA,11.9,NA,12,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,16,12,320,NA,3.1,99,99,99,99,999,1018.2,NA,12,NA,12,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,17,12,310,NA,4.1,99,99,99,99,999,1018.4,NA,12.1,NA,12.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,18,12,300,NA,4.1,99,99,99,99,999,1018.4,NA,12.2,NA,12.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,19,12,300,NA,5.1,99,99,99,99,999,1017.7,NA,12.3,NA,12.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,20,12,290,NA,6.2,99,99,99,99,999,1017.1,NA,12.4,NA,12.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,21,12,290,NA,7.2,99,99,99,99,999,1016.6,NA,12.5,NA,12.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,22,12,290,NA,8.2,99,99,99,99,999,1016.2,NA,12.7,NA,12.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,17,22,51,290,NA,9.3,99,99,99,99,999,1015.8,NA,12.8,NA,12.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,00,12,290,NA,8.2,99,99,99,99,999,1015.1,NA,12.6,NA,12.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,01,12,280,NA,7.2,99,99,99,99,999,1014.9,NA,12.8,NA,12.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,02,12,280,NA,7.7,99,99,99,99,999,1014.5,NA,12.8,NA,12.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,03,12,280,NA,6.7,99,99,99,99,999,1014.6,NA,12.7,NA,12.7,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,04,12,300,NA,6.2,99,99,99,99,999,1015,NA,12.7,NA,12.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,05,12,310,NA,5.1,99,99,99,99,999,1014.9,NA,12.6,NA,12.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,06,12,340,NA,4.6,99,99,99,99,999,1015,NA,12.3,NA,12.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,08,12,310,NA,3.6,99,99,99,99,999,1015.2,NA,12.2,NA,12.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,09,12,300,NA,4.6,99,99,99,99,999,1015,NA,12.1,NA,12.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,10,12,300,NA,4.6,99,99,99,99,999,1014.8,NA,11.9,NA,12.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,11,12,300,NA,5.7,99,99,99,99,999,1014.7,NA,11.8,NA,12.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,12,12,300,NA,5.1,99,99,99,99,999,1014.7,NA,11.7,NA,12.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,13,12,300,NA,5.1,99,99,99,99,999,1014.8,NA,11.6,NA,12.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,14,12,340,NA,1.5,99,99,99,99,999,1014.9,NA,11.8,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,16,12,250,NA,1.5,99,99,99,99,999,1016.7,NA,10.6,NA,12.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,18,12,260,NA,3.1,99,99,99,99,999,1015.8,NA,11.3,NA,12.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,19,12,250,NA,3.1,99,99,99,99,999,1016.2,NA,11.5,NA,12.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,20,12,240,NA,4.1,99,99,99,99,999,1016.1,NA,11.4,NA,12.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,21,12,250,NA,4.6,99,99,99,99,999,1016.2,NA,11.6,NA,12.7,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,22,12,250,NA,2.6,99,99,99,99,999,1016,NA,11.8,NA,12.7,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,18,23,12,240,NA,4.1,99,99,99,99,999,1015.9,NA,11.9,NA,12.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,19,00,12,240,NA,3.6,99,99,99,99,999,1015.7,NA,11.7,NA,12.8,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,19,01,12,260,NA,4.1,99,99,99,99,999,1015.5,NA,11.7,NA,12.8,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,19,02,12,280,NA,4.6,99,99,99,99,999,1015.1,NA,11.4,NA,12.8,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,19,03,12,290,NA,3.6,99,99,99,99,999,1015.3,NA,11.2,NA,12.7,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,19,04,12,180,NA,0.5,99,99,99,99,999,1015.7,NA,11.1,NA,12.7,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,19,05,12,250,NA,1,99,99,99,99,999,1015.9,NA,11.1,NA,12.8,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,19,06,12,250,NA,2.1,99,99,99,99,999,1015.9,NA,11.2,NA,12.8,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,19,07,12,240,NA,2.6,99,99,99,99,999,1016.3,NA,11.5,NA,12.8,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,19,08,12,230,NA,4.6,99,99,99,99,999,1016.4,NA,11.6,NA,12.8,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,19,09,12,NA,NA,0,NA,0,99,99,99,99,999,1015.9,NA,11.6,NA,12.8,999,99,99,NA,NA,NA,NA,NA,NA,NA
2024,04,19,11,12,350,NA,1,99,99,99,99,999,1015.4,NA,11.6,NA,12.8,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,19,21,22,250,NA,4.1,99,99,99,99,999,1016.8,NA,12.4,NA,13.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,19,22,12,260,NA,3.6,99,99,99,99,999,1016.3,NA,12.4,NA,13.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,00,12,260,NA,4.1,99,99,99,99,999,1016.1,NA,12.5,NA,13.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,01,12,270,NA,4.1,99,99,99,99,999,1016.1,NA,12.7,NA,13.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,02,12,270,NA,2.1,99,99,99,99,999,1015.8,NA,12.8,NA,13.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,03,12,280,NA,1,99,99,99,99,999,1015.7,NA,12.4,NA,13.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,04,12,NA,NA,0,NA,0,99,99,99,99,999,1016,NA,12.3,NA,13.4,999,99,99,NA,NA,NA,NA,NA,NA,NA
2024,04,20,05,12,280,NA,2.1,99,99,99,99,999,1016.4,NA,12.3,NA,13.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,06,12,270,NA,3.1,99,99,99,99,999,1016.5,NA,12.3,NA,13.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,07,12,290,NA,3.6,99,99,99,99,999,1016.6,NA,12.3,NA,13.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,08,12,260,NA,3.6,99,99,99,99,999,1017.1,NA,12.1,NA,13.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,10,12,270,NA,2.6,99,99,99,99,999,1017.4,NA,11.1,NA,13.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,11,12,270,NA,2.6,99,99,99,99,999,1017.5,NA,10.8,NA,13.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,13,12,270,NA,4.1,99,99,99,99,999,1017.9,NA,10.4,NA,13.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,14,12,290,NA,4.1,99,99,99,99,999,1018.7,NA,10.6,NA,13.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,15,12,350,NA,1.5,99,99,99,99,999,1019.1,NA,10.7,NA,13.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,16,12,NA,NA,0,NA,0,99,99,99,99,999,1019.7,NA,10.7,NA,13.2,999,99,99,NA,NA,NA,NA,NA,NA,NA
2024,04,20,18,12,270,NA,1,99,99,99,99,999,1020.6,NA,11.1,NA,13.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,19,12,290,NA,4.1,99,99,99,99,999,1020.8,NA,11.4,NA,13.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,20,12,290,NA,5.7,99,99,99,99,999,1020.4,NA,12.2,NA,13.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,21,12,280,NA,5.7,99,99,99,99,999,1020.1,NA,12.6,NA,13.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,22,12,280,NA,5.7,99,99,99,99,999,1019.7,NA,13.4,NA,13.7,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,20,22,51,290,NA,8.2,99,99,99,99,999,1018.9,NA,13.5,NA,13.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,00,12,310,NA,7.7,99,99,99,99,999,1018.3,NA,14,NA,13.7,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,01,12,300,NA,9.8,99,99,99,99,999,1018,NA,14.3,NA,13.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,02,12,310,NA,8.2,99,99,99,99,999,1018,NA,14.1,NA,13.5,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,03,12,310,NA,7.2,99,99,99,99,999,1018.6,NA,14,NA,13.4,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,05,12,300,NA,8.8,99,99,99,99,999,1019.9,NA,13.5,NA,13.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,06,12,300,NA,7.7,99,99,99,99,999,1020.2,NA,13.1,NA,13.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,07,12,290,NA,6.7,99,99,99,99,999,1020,NA,12.8,NA,13.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,08,12,310,NA,8.2,99,99,99,99,999,1019.8,NA,12.8,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,09,12,320,NA,2.6,99,99,99,99,999,1019.7,NA,12.6,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,10,12,310,NA,6.2,99,99,99,99,999,1019.4,NA,12.5,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,11,12,310,NA,4.6,99,99,99,99,999,1019.2,NA,12.3,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,12,12,320,NA,5.1,99,99,99,99,999,1019.1,NA,12.1,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,13,12,320,NA,5.1,99,99,99,99,999,1018.9,NA,12.2,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,14,12,320,NA,5.7,99,99,99,99,999,1019.3,NA,12.2,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,15,12,330,NA,5.1,99,99,99,99,999,1019.4,NA,12.2,NA,12.8,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,16,12,330,NA,4.1,99,99,99,99,999,1019.3,NA,12.2,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,17,12,320,NA,3.6,99,99,99,99,999,1019,NA,12.3,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,18,12,300,NA,5.1,99,99,99,99,999,1018.8,NA,12.7,NA,13.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,19,12,300,NA,8.2,99,99,99,99,999,1018,NA,12.6,NA,13.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,20,12,300,NA,7.7,99,99,99,99,999,1017.3,NA,12.6,NA,13.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,21,12,290,NA,8.8,99,99,99,99,999,1016.6,NA,12.7,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,22,12,290,NA,8.8,99,99,99,99,999,1016,NA,12.8,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,21,23,02,290,NA,8.2,99,99,99,99,999,1015,NA,12.8,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,00,12,290,NA,8.8,99,99,99,99,999,1014.3,NA,12.8,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,01,12,280,10.8,99,99,99,99,999,1013.9,NA,12.7,NA,12.7,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,02,12,280,10.3,99,99,99,99,999,1013.6,NA,12.6,NA,12.7,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,03,12,290,NA,8.8,99,99,99,99,999,1013.7,NA,12.5,NA,12.7,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,06,12,310,NA,5.1,99,99,99,99,999,1013.2,NA,12.9,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,07,12,360,NA,3.6,99,99,99,99,999,1012.6,NA,12.8,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,08,12,NA,10,NA,4.1,99,99,99,99,999,1012.5,NA,12.5,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,09,12,NA,20,NA,2.6,99,99,99,99,999,1012,NA,12.5,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,10,12,290,NA,1.5,99,99,99,99,999,1011.8,NA,12.3,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,11,12,280,NA,1.5,99,99,99,99,999,1011.7,NA,12,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,12,12,270,NA,2.1,99,99,99,99,999,1011.6,NA,12.1,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,14,12,200,NA,2.6,99,99,99,99,999,1012.1,NA,11.9,NA,12.8,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,15,12,210,NA,2.1,99,99,99,99,999,1012.7,NA,11.8,NA,12.8,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,16,12,230,NA,4.6,99,99,99,99,999,1012.6,NA,11.8,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,17,12,210,NA,3.6,99,99,99,99,999,1012.5,NA,12,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,18,12,210,NA,4.6,99,99,99,99,999,1012.8,NA,12,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,19,12,220,NA,4.6,99,99,99,99,999,1013,NA,12.2,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,20,12,220,NA,6.7,99,99,99,99,999,1013.1,NA,12.4,NA,13.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,21,12,230,NA,6.2,99,99,99,99,999,1013.1,NA,12.4,NA,13.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,22,12,240,NA,6.7,99,99,99,99,999,1012.9,NA,12.6,NA,13.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,22,23,12,230,NA,6.2,99,99,99,99,999,1012.4,NA,12.8,NA,13.3,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,00,12,230,NA,7.2,99,99,99,99,999,1012.5,NA,12.9,NA,13.2,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,02,12,230,NA,6.7,99,99,99,99,999,1012.3,NA,12.9,NA,13.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,03,12,220,NA,6.2,99,99,99,99,999,1012.4,NA,12.9,NA,13.1,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,04,12,210,NA,6.2,99,99,99,99,999,1013.1,NA,12.9,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,05,12,200,NA,6.2,99,99,99,99,999,1013.5,NA,12.9,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,06,12,200,NA,4.6,99,99,99,99,999,1013.5,NA,12.8,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,07,12,180,NA,6.7,99,99,99,99,999,1013.4,NA,12.7,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,08,12,190,NA,7.2,99,99,99,99,999,1013.6,NA,12.8,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,10,12,190,NA,5.7,99,99,99,99,999,1013.6,NA,12.5,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,11,12,190,NA,7.2,99,99,99,99,999,1014,NA,12.5,NA,13,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,12,12,180,NA,7.7,99,99,99,99,999,1014,NA,12,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,13,12,180,NA,6.7,99,99,99,99,999,1014.3,NA,11.8,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,14,12,180,NA,6.7,99,99,99,99,999,1014.8,NA,12,NA,12.9,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,15,12,170,NA,6.2,99,99,99,99,999,1015.3,NA,12.2,NA,12.8,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,16,12,180,NA,6.7,99,99,99,99,999,1015.7,NA,12.2,NA,12.8,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,17,12,180,NA,6.2,99,99,99,99,999,1016.2,NA,12.5,NA,12.8,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,18,12,180,NA,5.7,99,99,99,99,999,1016.9,NA,12.8,NA,12.7,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,19,12,190,NA,6.7,99,99,99,99,999,1017.3,NA,13,NA,12.7,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,20,12,190,NA,8.8,99,99,99,99,999,1017.1,NA,13,NA,12.6,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,04,23,21,12,200,NA,8.2,99,99,99,99,999,1017,NA,13.1,NA,12.7,999,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
